S;Alize Sunset;true;85;1;1132.96;90;7071;60;0,27623615
S;Fudge - Chocolate Fudge;true;36;5;1578.09;74;9968;30;0,287840494
L;Bamboo Shoots - Sliced;false;81;6;156.92;663;9581;;0,15466124
L;Mousse - Banana Chocolate;true;20;2;75.3;56;3019;;0,188414338
U;Cookies - Amaretto;true;25;10;12;3919;4;18;0,751329315
L;Melon - Watermelon, Seedless;true;21;6;2156.0;225;2432;;0,416398305
L;Veal - Inside;false;40;4;471.59;339;3935;;0,024577128
L;Sambuca - Opal Nera;false;88;2;1688.38;225;2954;;0,190966703
U;Beer - Molson Excel;false;45;11;8;398;1;24;0,314220989
S;Tabasco Sauce, 2 Oz;true;11;12;3170.75;336;12;60;0,609178914
U;Milk - Condensed;true;48;2;33;3652;3;12;0,35726723
U;Yogurt - Assorted Pack;true;80;4;7;2974;3;19;0,536009587
S;Muffin - Carrot Individual Wrap;true;90;10;3217.68;336;8499;30;0,620956726
L;Filter - Coffee;true;86;13;460.22;839;2086;;0,501083939
L;Flour - Semolina;true;42;3;1408.54;23;6800;;0,843883821
L;Garam Masala Powder;false;71;9;1225.01;23;2254;;0,117268819
L;Tofu - Soft;true;49;13;926.15;265;5579;;0,563814791
S;Tendrils - Baby Pea, Organic;true;82;14;848.77;333;4024;30;0,115351781
S;Chivas Regal - 12 Year Old;false;47;10;2405.25;66;8062;30;0,271174608
U;Soup - French Onion, Dry;true;84;10;36;3721;2;29;0,436313332
S;Wine - Chianti Classico Riserva;true;63;3;3936.7;266;9723;60;0,009406558
S;V8 - Vegetable Cocktail;false;74;12;2458.38;89;830;60;0,602280005
U;Beef - Chuck, Boneless;true;23;2;21;1423;3;14;0,133462355
S;Beef - Rouladin, Sliced;false;8;3;3823.81;64;3257;60;0,412603076
L;Soup - Base Broth Beef;false;9;14;4404.8;73;5991;;0,405759908
S;Butter - Unsalted;true;100;4;947.34;266;3495;90;0,049517816
L;Peas Snow;true;25;11;3096.97;30;7874;;0,045891673
U;Hog / Sausage Casing - Pork;true;25;12;17;645;5;5;0,579355273
U;Shortbread - Cookie Crumbs;true;73;13;25;3502;2;13;0,019600504
S;Bagel - Sesame Seed Presliced;false;24;14;2313.08;80;1921;30;0,096567686
L;Wine - Ruffino Chianti;false;34;2;1064.14;26;7181;;0,039785799
L;Foil - Round Foil;true;93;7;3869.73;568;8467;;0,685930674
S;Meldea Green Tea Liquor;true;53;9;3103.01;26;120;60;0,878792999
U;Cheese Cloth;false;29;9;7;4289;2;8;0,051890611
L;Soup - Campbells Broccoli;true;67;4;2880.98;663;3522;;0,537945534
U;Cabbage Roll;true;39;4;6;900;1;19;0,624444567
S;Vinegar - White Wine;true;3;3;2737.36;23;7029;30;0,415580028
U;Wine - Niagara Peninsula Vqa;true;1;2;17;4013;5;1;0,893610676
S;Energy Drink Red Bull;true;89;3;2524.46;362;5642;90;0,10531022
L;Wild Boar - Tenderloin;true;78;12;4749.59;884;6456;;0,976074981
U;Rappini - Andy Boy;false;13;3;3;3325;5;14;0,220019552
S;Pepper - Red Bell;false;50;6;468.49;46;6273;30;0,265712117
S;Sage Ground Wiberg;false;75;2;4323.66;56;3629;90;0,408276862
U;Cheese - Brie;false;85;11;42;3355;3;9;0,343597747
U;Pastry - Lemon Danish - Mini;true;50;12;38;2454;1;14;0,788934593
L;Sprouts - China Rose;true;19;11;1212.61;36;4875;;0,334163082
S;Irish Cream - Baileys;false;45;13;3290.53;423;6323;60;0,22664574
U;Peas - Pigeon, Dry;false;87;14;19;4755;2;21;0,521270001
L;Onions - Pearl;false;13;1;2941.07;84;5331;;0,584403031
U;Fuji Apples;true;7;8;3;4383;3;17;0,495488867
S;Bread - Corn Muffaletta;true;49;9;1633.75;323;6619;30;0,425001565
U;Gin - Gilbeys London, Dry;true;26;1;46;2748;2;36;0,560434643
L;Pepper - Green Thai;true;73;8;1167.02;286;5716;;0,905065254
U;Bay Leaf;false;21;12;30;873;3;30;0,004393966
U;Beef - Ox Tail, Frozen;false;28;9;7;2638;1;28;0,535468683
U;Dry Ice;false;51;11;46;1841;2;33;0,741208543
L;Milk Powder;true;78;3;534.88;884;4517;;0,097961505
U;Bread - Calabrese Baguette;true;81;5;16;4123;1;30;0,633496823
L;Sugar - Splenda Sweetener;false;70;13;497.15;38;3179;;0,224476586
S;Arctic Char - Fresh, Whole;false;12;9;2213.23;99;7749;30;0,694244075
L;Broom And Broom Rack White;true;64;1;1733.26;268;9901;;0,914335741
S;Chilli Paste, Ginger Garlic;true;1;7;597.15;663;2821;90;0,267424964
S;Pie Pecan;false;77;7;2508.67;84;5161;30;0,547014506
L;Bread - Italian Corn Meal Poly;true;58;7;2786.12;338;7000;;0,163575571
L;Longos - Greek Salad;false;34;8;3305.1;25;51;;0,780062259
S;Coffee - Beans, Whole;false;41;2;1710.15;323;6522;30;0,435990038
L;Chivas Regal - 12 Year Old;true;39;12;620.34;20;6399;;0,346085344
L;Sour Cream;false;99;9;643.09;663;9811;;0,955496571
U;Carbonated Water - Cherry;true;98;12;46;4673;1;4;0,959917798
L;Bagel - Ched Chs Presliced;false;51;9;1862.87;239;3847;;0,762178746
L;Cheese - Brick With Pepper;false;27;5;4823.04;36;8255;;0,303734196
U;Appetizer - Mango Chevre;true;23;14;32;413;4;19;0,813185517
L;Wine - Cava Aria Estate Brut;true;45;14;2287.46;X33;3662;;0,598871083
S;Veal - Ground;true;35;13;3030.14;99;7362;60;0,956429521
L;Wine - Cotes Du Rhone Parallele;false;74;11;4127.13;64;475;;0,270910771
U;Sugar - Individual Portions;true;34;11;23;2006;1;31;0,813381535
U;Glaze - Clear;true;58;7;7;1884;5;40;0,047985751
S;Beans - Black Bean, Dry;true;46;3;4675.99;36;3885;60;0,62127824
S;Pork - Smoked Kassler;false;43;2;978.14;99;6539;60;0,338877065
U;Ice Cream Bar - Rolo Cone;true;51;6;42;3751;4;29;0,800648028
U;Wine - Chardonnay South;true;9;1;7;4867;3;13;0,308494168
S;Anchovy In Oil;true;35;14;743.51;50;5935;60;0,163677254
S;Coffee Guatemala Dark;false;16;12;1223.23;50;7241;60;0,480292065
L;Ice Cream - Vanilla;true;55;4;3403.57;266;2097;;0,377341959
S;Veal - Heart;true;94;2;4734.92;884;8527;30;0,08844863
U;Fruit Mix - Light;false;51;6;41;1320;4;25;0,758905473
U;Tomatoes - Heirloom;false;83;13;50;449;2;17;0,076510492
U;Wine - Magnotta - Pinot Gris Sr;false;61;6;15;1009;1;26;0,983542739
U;Juice - V8, Tomato;true;37;6;10;4879;1;36;0,174144455
U;Sprouts - Alfalfa;false;90;8;7;4033;5;36;0,589950946
S;Cheese - Cheddar, Old White;true;58;2;4514.44;338;3619;60;0,170983377
L;Pork - Sausage Casing;false;44;6;3712.5;236;108;;0,774000273
S;Ice Cream - Super Sandwich;false;66;10;716.92;333;5985;90;0,869835483
S;Flour - Buckwheat, Dark;false;83;14;2201.7;223;3005;30;0,740737265
L;Shrimp - 21/25, Peel And Deviened;true;64;11;539.68;X323;1432;;0,631284223
L;Water - Aquafina Vitamin;false;22;6;4728.71;55;3452;;0,341575701
U;Monkfish Fresh - Skin Off;false;3;14;9;4040;3;22;0,315754237
U;Apricots Fresh;true;80;11;23;1456;5;6;0,099994394
L;Bread - Raisin;true;65;1;1017.37;336;7148;;0,754583294
L;Flour Dark Rye;false;16;10;2609.81;75;7449;;0,486590365
S;Chocolate Bar - Oh Henry;true;13;8;3522.61;73;5923;60;0,643950385
U;Chinese Foods - Cantonese;true;59;6;2;2510;5;33;0,024341158
S;Bacardi Breezer - Tropical;false;43;2;4095.45;26;9423;90;0,800184828
U;Wine - Maipo Valle Cabernet;true;99;2;26;469;3;10;0,220703807
S;Melon - Honey Dew;true;46;5;1733.06;20;7677;60;0,413948261
S;Asparagus - White, Fresh;false;27;13;874.64;338;9155;30;0,15865546
L;Crab - Dungeness, Whole, live;false;41;7;2041.16;223;2418;;0,762353677
U;Tomatoes - Vine Ripe, Yellow;false;96;4;22;2219;2;10;0,576812099
L;Carbonated Water - Blackberry;false;7;8;1659.58;89;9624;;0,668292906
S;Water - Aquafina Vitamin;true;75;1;2366.27;80;3194;90;0,805644139
U;Pie Filling - Pumpkin;true;76;3;42;3401;4;23;0,667066692
L;Juice - Grape, White;false;86;11;4354.07;323;6445;;0,029267358
U;Mustard - Pommery;true;8;4;39;3185;5;19;0,639959178
U;Gherkin - Sour;false;7;3;24;736;2;26;0,783225858
U;Lettuce - Frisee;false;74;11;42;3645;1;3;0,191888563
L;Pepper - Gypsy Pepper;false;57;2;2382.96;56;9187;;0,959159564
S;Fish - Base, Bouillion;true;90;11;3872.42;323;9100;90;0,617241863
S;Juice - Pineapple, 48 Oz;true;22;14;1555.44;99;7150;60;0,455100278
U;Red Snapper - Fresh, Whole;true;93;12;34;1262;3;26;0,417711752
U;Soup - Campbells Asian Noodle;false;93;4;22;2162;3;11;0,810409731
L;Lamb - Sausage Casings;false;77;4;4915.76;265;1054;;0,205077132
S;Chinese Foods - Cantonese;false;6;8;905.41;265;3707;30;0,604334149
L;Schnappes Peppermint - Walker;true;23;9;3811.17;663;5578;;0,551651685
U;Venison - Racks Frenched;true;44;8;30;4178;1;18;0,485831956
S;Wine - Valpolicella Masi;false;28;5;1990.32;339;9095;60;0,366055483
U;Fennel;true;91;9;18;765;5;35;0,828047287
L;Beans - Soya Bean;false;20;1;2784.07;669;849;;0,313380512
L;Pasta - Orecchiette;true;3;1;281.9;338;9498;;0,022764853
S;Beef - Sushi Flat Iron Steak;true;11;5;4256.14;X323;5073;90;0,520394206
S;Table Cloth 90x90 White;true;82;13;2908.69;30;7970;60;0,239202686
S;Rum - Light, Captain Morgan;true;70;13;1374.14;30;585;60;0,934057315
S;Turnip - White, Organic;false;16;11;4885.41;75;9928;90;0,189277597
U;Beef - Kobe Striploin;true;1;1;1;1839;3;29;0,848322001
L;Olive - Spread Tapenade;true;66;9;2568.39;286;3975;;0,80167552
L;Wine - Ej Gallo Sonoma;true;46;14;3201.03;323;9385;;0,608139255
L;Crackers Cheez It;true;8;5;3322.68;X323;8994;;0,755025234
U;Orange - Tangerine;true;26;2;10;3642;3;34;0,477819401
S;Doilies - 7, Paper;true;74;8;859.73;20;4498;60;0,467482648
L;Duck - Legs;true;58;9;3774.11;74;727;;0,766301962
U;Arizona - Plum Green Tea;false;25;10;18;860;5;7;0,193539322
L;Graham Cracker Mix;true;97;14;1079.1;73;6807;;0,372993338
L;Tabasco Sauce, 2 Oz;true;88;2;1450.37;333;6624;;0,146635875
S;Lobster - Cooked;true;94;7;1099.35;236;8609;60;0,715855125
U;Cheese - Asiago;false;75;6;50;1535;2;16;0,730380437
L;Wine - Shiraz Wolf Blass Premium;false;29;6;4413.79;265;5787;;0,739755379
U;Apple - Delicious, Red;false;91;7;50;4891;5;38;0,164645022
L;Pork - Back, Short Cut, Boneless;true;31;11;3061.63;73;2626;;0,891147762
S;Cheese - Mozzarella;true;90;12;4014.13;362;1006;60;0,558839975
U;Wine - Champagne Brut Veuve;true;36;14;17;1029;1;4;0,786801201
L;The Pop Shoppe - Black Cherry;false;16;3;2599.52;223;3640;;0,894838695
L;Cloves - Ground;false;58;10;4114.31;265;9672;;0,123097719
U;Mints - Striped Red;false;27;7;13;637;3;23;0,971027428
S;Compound - Pear;false;72;5;4304.96;66;8214;60;0,563552849
L;Sugar - Monocystal / Rock;true;37;1;3817.8;265;1925;;0,476631901
S;Spinach - Baby;true;94;13;4755.93;40;8757;90;0,172168646
L;Bar Mix - Lime;false;31;7;163.33;239;4520;;0,700504423
L;Mcguinness - Blue Curacao;false;41;2;915.5;X33;1137;;0,712976443
U;Glass Clear 7 Oz Xl;false;76;4;36;1978;5;14;0,438124414
S;Beer - Camerons Cream Ale;true;100;12;265.36;669;3071;60;0,665802056
S;Amaretto;true;56;8;1607.48;74;9483;30;0,918023815
U;Grapes - Red;true;50;8;15;3923;3;28;0,833099418
U;Cheese - Comtomme;false;43;13;4;1551;3;2;0,565956061
S;Marjoram - Dried, Rubbed;false;89;8;2509.26;839;9155;60;0,780411625
S;Shrimp, Dried, Small / Lb;true;21;3;1884.41;482;650;30;0,759051925
L;Fib N9 - Prague Powder;true;65;4;138.73;362;8076;;0,099299883
L;Transfer Sheets;true;45;13;2112.51;839;7958;;0,456039035
S;Ecolab - Medallion;false;7;10;1015.97;X382;467;90;0,866722417
U;Pie Shell - 9;false;99;2;6;2864;3;16;0,358413372
U;7up Diet, 355 Ml;false;56;6;44;2064;2;15;0,454034424
S;Rosemary - Fresh;false;79;7;1010.99;239;2832;60;0,153218705
L;Lamb Rack Frenched Australian;false;45;10;1748.33;60;6744;;0,485460829
L;Blue Curacao - Marie Brizard;true;69;8;1947.37;84;3923;;0,583409945
U;Ezy Change Mophandle;true;83;12;3;4890;5;35;0,42084987
S;Duck - Breast;false;19;7;1961.78;73;1786;30;0,635608181
S;Veal - Bones;true;21;13;551.97;59;2422;60;0,389794247
L;Pork - Liver;true;8;12;1924.28;60;1460;;0,190547793
S;Wine - White, Mosel Gold;false;6;5;1787.73;89;9015;60;0,14957483
S;Bread - Roll, Canadian Dinner;false;21;12;4321.08;323;2519;30;0,877077503
S;Liners - Banana, Paper;true;16;6;152.0;40;6557;90;0,946983702
S;Beans - Black Bean, Preserved;true;96;7;1432.75;239;9947;30;0,664312466
L;Jerusalem Artichoke;true;94;5;2464.92;X323;1042;;0,835636168
L;Pepsi - 600ml;true;6;4;243.52;50;3330;;0,478955752
S;Cheese - Mascarpone;false;36;10;1518.36;X33;1791;30;0,888079062
U;Pastrami;true;42;5;35;2109;2;2;0,020660937
S;Skewers - Bamboo;true;39;10;2293.21;663;4504;30;0,231525086
U;Tart Shells - Sweet, 3;true;92;3;16;870;1;31;0,427417104
L;Bar Special K;true;37;11;4341.9;55;7042;;0,464595031
U;Lid - 16 Oz And 32 Oz;false;12;12;29;1504;1;26;0,487818639
S;Appetizer - Southwestern;true;93;2;3755.0;40;3524;90;0,018140189
L;Bar Bran Honey Nut;true;96;5;4681.64;50;6964;;0,891682889
U;Oranges - Navel, 72;false;76;4;19;3450;2;19;0,91422542
S;Bagel - 12 Grain Preslice;false;34;6;2513.1;90;7037;60;0,782364346
L;Basil - Seedlings Cookstown;true;79;3;979.33;48;6820;;0,491603614
U;Pail - 15l White, With Handle;true;82;4;19;3897;4;13;0,902658993
S;Soap - Mr.clean Floor Soap;false;96;6;3162.58;265;6408;30;0,198534979
S;Kellogs Cereal In A Cup;false;39;11;1278.39;40;268;90;0,748903333
U;Goat - Leg;false;97;12;31;1656;1;29;0,229787782
S;Wine - Ej Gallo Sierra Valley;false;77;11;4060.95;669;7933;90;0,272996879
S;Cookie Choc;true;100;11;3814.53;23;4964;90;0,080579548
U;Sponge Cake Mix - Vanilla;true;18;10;10;2223;2;21;0,848176908
U;Rice - Basmati;true;56;3;35;1562;3;37;0,431690498
L;Wine - Remy Pannier Rose;false;11;8;2320.0;40;1335;;0,645170191
U;Peppercorns - Green;true;30;11;13;2196;4;28;0,438227296
S;Pastry - Lemon Danish - Mini;true;86;8;3122.11;286;5004;90;0,652841817
L;Sauce Tomato Pouch;false;97;4;4255.91;80;7176;;0,63199963
L;Muffin Batt - Carrot Spice;true;57;13;2031.1;266;7670;;0,375483346
U;Tomatoes - Grape;true;85;12;43;2922;1;9;0,595091364
S;Chocolate - Semi Sweet;false;92;10;4067.05;75;3403;90;0,005745262
U;Egg Patty Fried;true;50;12;4;1494;2;3;0,104202169
S;Pepper - Chilli Seeds Mild;true;37;7;4046.67;46;952;60;0,889517126
S;Lamb - Leg, Boneless;false;76;4;4314.95;362;7551;30;0,692718795
L;Coffee Cup 16oz Foam;true;30;3;4585.12;225;3163;;0,916245759
U;Sprouts - Baby Pea Tendrils;false;62;9;24;198;3;5;0,365204114
L;Liquid Aminios Acid - Braggs;false;73;9;3689.11;74;2844;;0,035737032
L;Wine - White, Cooking;false;75;13;4618.54;X382;2646;;0,738501666
U;Truffle Cups Green;false;52;7;29;548;1;24;0,833202901
U;Avocado;true;23;12;1;281;5;4;0,351691607
S;Sour Puss Raspberry;false;94;14;3078.68;323;2561;30;0,94998256
L;Russian Prince;false;50;7;1059.57;239;7159;;0,51519079
U;Nacho Chips;true;99;5;40;3242;3;24;0,245063326
U;Cheese - Grie Des Champ;true;90;2;3;1342;5;24;0,108465216
S;Wine - Piper Heidsieck Brut;false;78;5;1116.85;66;4827;60;0,311343704
L;Silicone Parch. 16.3x24.3;false;33;13;1680.39;66;2065;;0,038061889
L;Sesame Seed Black;false;59;11;2236.96;36;9817;;0,520582023
S;Cleaner - Lime Away;true;12;13;4848.34;26;9354;30;0,094374743
L;Flour - Chickpea;false;93;13;1763.23;73;7017;;0,35376451
S;Spice - Paprika;false;97;2;1703.42;84;9495;90;0,650192472
L;Cheese - Le Cheve Noir;false;39;2;3057.11;268;6925;;0,730388757
L;Cookies - Oreo, 4 Pack;true;56;7;639.09;286;2489;;0,911792979
L;Bread - Bagels, Mini;false;77;14;2481.17;339;7489;;0,447832886
S;Juice - Mango;false;27;4;1448.41;236;5741;90;0,917809072
U;Tea - Decaf 1 Cup;false;67;5;27;3527;2;16;0,420019976
S;Honey - Lavender;false;2;14;1765.36;663;7482;60;0,54926763
S;Plastic Arrow Stir Stick;false;15;9;2197.83;X323;8272;30;0,175898322
S;Island Oasis - Banana Daiquiri;false;83;1;2717.06;90;4105;60;0,079691193
U;Cookie Chocolate Chip With;true;22;5;38;3051;3;6;0,792079925
S;Appetizer - Smoked Salmon / Dill;true;4;13;835.9;286;4406;90;0,34732485
S;Wine - Muscadet Sur Lie;true;7;7;3870.27;884;6837;60;0,741451368
U;Split Peas - Green, Dry;false;50;5;44;3466;5;18;0,871235278
U;Cape Capensis - Fillet;true;27;1;4;3952;1;17;0,467502106
L;Wine - Red, Lurton Merlot De;true;51;12;4223.89;60;5274;;0,189935805
L;Pork - Loin, Bone - In;true;77;11;1199.85;46;7671;;0,549681416
L;Boogies;false;63;13;1282.74;X323;4505;;0,687932892
U;Butter - Salted, Micro;false;76;10;27;3516;5;29;0,89819072
S;Cabbage - Green;false;87;7;3106.58;266;3391;60;0,6011529
S;Tart Shells - Barquettes, Savory;true;82;4;3345.09;266;1383;30;0,390568244
L;Beef - Montreal Smoked Brisket;true;85;10;4168.49;60;2049;;0,49097889
S;Flour - All Purpose;true;25;12;2630.02;20;1048;60;0,722338965
S;Seaweed Green Sheets;false;12;1;794.41;239;4234;90;0,791392555
L;Salt - Kosher;false;22;8;4141.2;60;6246;;0,465705628
S;Chips Potato Reg 43g;true;38;6;1103.12;33;6919;60;0,409783545
U;Wine - Malbec Trapiche Reserve;true;69;7;6;1742;1;27;0,427193676
L;Towel - Roll White;true;81;13;2633.71;X323;899;;0,044902102
L;Chicken - Ground;true;80;8;2078.49;36;6655;;0,262118894
L;Turkey - Breast, Boneless Sk On;true;28;4;140.22;38;8851;;0,516464434
L;Beans - French;false;36;12;839.24;223;6858;;0,707409223
U;Gooseberry;false;90;12;17;359;2;12;0,768173258
S;Oil - Macadamia;true;100;7;2885.58;60;3850;90;0,664419383
U;Soup - Knorr, Ministrone;true;85;9;6;4408;4;7;0,527413464
L;Absolut Citron;true;51;12;1734.25;90;9830;;0,051421515
U;Crackers - Trio;true;89;5;17;2652;4;37;0,841126697
S;Onions - Red Pearl;true;43;4;4635.04;36;5291;90;0,382967597
U;Cauliflower;true;8;1;34;4483;4;19;0,318469859
L;Sausage - Andouille;true;61;7;3936.56;84;1303;;0,504966735
L;Bread - Multigrain Oval;true;38;4;3581.07;223;5735;;0,499106262
S;Flower - Daisies;false;22;6;1766.02;22;9740;90;0,185576954
S;Squash - Pepper;true;56;10;4913.14;23;6032;60;0,225652775
L;Godiva White Chocolate;false;10;9;3861.4;38;5584;;0,619651627
S;Oil - Macadamia;false;50;6;1926.2;84;1348;90;0,746063071
U;Foil Wrap;true;49;14;35;2003;4;1;0,075141644
U;Haggis;true;84;4;12;1003;5;6;0,888330088
S;Cheese - Stilton;false;38;13;1988.01;80;7907;30;0,554903204
L;Bread Crumbs - Panko;true;21;13;2141.71;56;2483;;0,030933866
S;Langers - Ruby Red Grapfruit;false;10;14;3801.45;64;6161;30;0,389457394
U;Calvados - Boulard;false;32;6;26;2560;4;1;0,094579205
L;Lettuce - Boston Bib - Organic;true;63;8;4126.37;22;5759;;0,714269786
U;Juice - Pineapple, 48 Oz;true;95;6;46;1053;4;31;0,228646211
U;Chicken - Base, Ultimate;true;84;2;10;3466;2;32;0,637632246
U;Ecolab - Solid Fusion;false;95;12;14;1698;1;16;0,635756138
L;Pepper - Jalapeno;true;66;5;1462.14;225;1774;;0,202918252
U;Red Cod Fillets - 225g;false;83;13;35;2954;3;7;0,068012668
U;Tomato Paste;true;85;4;45;838;1;16;0,813218621
U;Pail - 15l White, With Handle;true;29;4;46;4943;1;37;0,656185031
U;Horseradish Root;true;71;8;18;739;1;18;0,112799812
L;Loquat;true;17;11;3047.65;23;2667;;0,879418105
U;Bandage - Flexible Neon;false;34;1;37;2924;4;1;0,25886481
L;Soup - Beef, Base Mix;false;13;14;772.47;60;4357;;0,162604973
U;Halibut - Fletches;false;77;13;37;4030;3;31;0,807220481
S;Bouq All Italian - Primerba;true;28;7;3128.96;33;7374;90;0,143314493
L;Ice Cream - Fudge Bars;true;86;1;3304.23;338;237;;0,058802918
U;Taro Root;false;72;4;37;2369;2;38;0,143377371
S;Pie Filling - Cherry;true;37;13;192.35;X323;7589;90;0,63565738
L;Croissant, Raw - Mini;true;85;3;3258.11;30;3359;;0,839157049
S;Pork Loin Bine - In Frenched;true;80;4;2776.39;X323;8444;90;0,967129657
S;Beef - Bones, Cut - Up;false;87;3;3369.28;362;4925;30;0,722799497
U;Lobster - Cooked;true;85;2;35;1817;4;8;0,452879194
L;Duck - Fat;true;43;11;3267.54;20;9908;;0,395059366
U;Doilies - 7, Paper;true;54;14;7;879;4;6;0,038228994
U;Cranberries - Dry;true;1;12;2;4009;1;35;0,863622015
S;Wine - Saint Emilion Calvet;false;63;5;3090.69;30;859;30;0,539602147
